fname,liveness_score,frame_count,fold
1552.mp4,0,160,0.0
1553.mp4,1,80,1.0
1554.mp4,1,147,2.0
1555.mp4,1,160,2.0
1556.mp4,0,150,3.0
1557.mp4,1,150,4.0
1559.mp4,0,150,4.0
1562.mp4,1,152,1.0
1565.mp4,1,152,3.0
1567.mp4,0,150,0.0
1568.mp4,0,150,4.0
1569.mp4,1,152,4.0
1570.mp4,1,162,1.0
1572.mp4,0,160,4.0
1573.mp4,0,160,0.0
1574.mp4,1,152,3.0
1576.mp4,0,150,2.0
1577.mp4,1,152,4.0
1578.mp4,0,150,1.0
1580.mp4,0,150,2.0
1581.mp4,1,152,3.0
1583.mp4,1,152,2.0
1584.mp4,1,162,0.0
1585.mp4,1,152,0.0
1588.mp4,0,160,0.0
1591.mp4,1,150,1.0
1592.mp4,0,150,0.0
1594.mp4,1,152,1.0
1596.mp4,1,150,1.0
1597.mp4,0,160,3.0
1599.mp4,0,160,1.0
1602.mp4,1,150,3.0
1603.mp4,1,160,2.0
1604.mp4,1,152,2.0
1605.mp4,1,152,3.0
1606.mp4,1,160,1.0
1607.mp4,0,160,3.0
1608.mp4,1,162,0.0
1609.mp4,1,150,0.0
1610.mp4,1,162,2.0
1611.mp4,1,152,1.0
1612.mp4,1,160,1.0
1614.mp4,1,152,3.0
1621.mp4,1,152,1.0
1622.mp4,1,122,0.0
1623.mp4,0,160,4.0
1624.mp4,1,150,3.0
1626.mp4,0,148,1.0
1627.mp4,1,152,3.0
1629.mp4,0,160,0.0
1633.mp4,1,152,2.0
1635.mp4,0,160,3.0
1636.mp4,1,161,4.0
1637.mp4,0,150,4.0
1639.mp4,1,152,4.0
1640.mp4,0,150,2.0
1641.mp4,0,160,2.0
1642.mp4,1,152,3.0
1644.mp4,1,152,0.0
1645.mp4,0,150,0.0
1646.mp4,0,149,2.0
1649.mp4,1,162,4.0
1650.mp4,0,150,1.0
1651.mp4,0,151,3.0
1652.mp4,0,160,4.0
1653.mp4,0,160,3.0
1654.mp4,0,150,3.0
1655.mp4,0,150,4.0
1657.mp4,0,126,1.0
1658.mp4,1,152,3.0
1659.mp4,1,145,3.0
1660.mp4,1,152,0.0
1661.mp4,1,162,4.0
1663.mp4,1,152,1.0
1664.mp4,1,160,2.0
1665.mp4,0,150,0.0
1666.mp4,1,152,4.0
1667.mp4,0,148,2.0
1668.mp4,1,152,0.0
1670.mp4,1,150,0.0
1671.mp4,0,150,0.0
1672.mp4,1,152,2.0
1679.mp4,0,160,2.0
1680.mp4,0,148,4.0
1681.mp4,1,152,1.0
1683.mp4,1,150,3.0
1684.mp4,1,152,3.0
1687.mp4,1,152,1.0
1688.mp4,1,152,4.0
1689.mp4,0,150,0.0
1690.mp4,0,160,3.0
1693.mp4,0,160,0.0
1694.mp4,0,160,2.0
1695.mp4,1,160,1.0
1696.mp4,0,160,0.0
1697.mp4,1,150,2.0
1698.mp4,0,150,0.0
1699.mp4,0,160,2.0
1701.mp4,0,149,1.0
1702.mp4,0,149,4.0
1703.mp4,0,160,3.0
1704.mp4,0,160,1.0
1705.mp4,0,126,0.0
1706.mp4,0,150,4.0
1707.mp4,0,160,2.0
1712.mp4,1,152,0.0
1713.mp4,0,160,2.0
1714.mp4,0,150,0.0
1715.mp4,1,152,2.0
1716.mp4,0,160,1.0
1717.mp4,1,150,3.0
1718.mp4,0,160,0.0
1719.mp4,0,150,4.0
1721.mp4,0,160,0.0
1722.mp4,0,160,3.0
1725.mp4,0,148,0.0
1727.mp4,0,150,3.0
1729.mp4,1,151,3.0
1734.mp4,1,152,4.0
1735.mp4,0,160,1.0
1736.mp4,0,150,1.0
1738.mp4,1,162,3.0
1739.mp4,0,90,2.0
1740.mp4,0,150,0.0
1742.mp4,0,126,4.0
1743.mp4,1,152,4.0
1746.mp4,0,160,1.0
1749.mp4,1,152,1.0
1750.mp4,1,160,3.0
1751.mp4,1,150,0.0
1754.mp4,1,145,0.0
1756.mp4,0,151,1.0
1758.mp4,1,152,2.0
1760.mp4,0,160,3.0
1761.mp4,1,152,2.0
1762.mp4,0,150,2.0
1763.mp4,1,152,2.0
1766.mp4,0,150,1.0
1767.mp4,1,160,0.0
1770.mp4,1,152,1.0
1774.mp4,1,162,2.0
1775.mp4,1,152,2.0
1777.mp4,1,152,3.0
1778.mp4,0,150,3.0
1783.mp4,1,152,1.0
1785.mp4,1,130,1.0
1786.mp4,1,152,2.0
1787.mp4,0,150,1.0
1788.mp4,1,152,2.0
1789.mp4,1,160,1.0
1794.mp4,1,152,2.0
1797.mp4,1,150,0.0
1803.mp4,0,151,1.0
1804.mp4,0,150,4.0
1805.mp4,0,160,4.0
1808.mp4,0,150,4.0
1809.mp4,1,161,4.0
1810.mp4,0,151,3.0
1812.mp4,0,160,1.0
1814.mp4,1,150,1.0
1822.mp4,1,152,3.0
1824.mp4,1,152,4.0
1825.mp4,0,160,4.0
1826.mp4,1,160,2.0
1827.mp4,1,152,0.0
1828.mp4,1,152,4.0
1831.mp4,1,150,0.0
1833.mp4,1,150,3.0
1839.mp4,0,160,0.0
1841.mp4,0,148,3.0
1842.mp4,1,120,1.0
1844.mp4,1,150,3.0
1849.mp4,1,145,3.0
1851.mp4,0,160,2.0
1855.mp4,0,148,4.0
1856.mp4,1,162,2.0
1857.mp4,1,152,3.0
1858.mp4,0,160,2.0
1859.mp4,0,150,3.0
1860.mp4,0,148,4.0
1862.mp4,0,150,1.0
1863.mp4,1,152,3.0
1865.mp4,1,152,4.0
1866.mp4,1,162,3.0
1868.mp4,0,160,3.0
1869.mp4,0,126,3.0
1870.mp4,1,152,0.0
1871.mp4,0,160,2.0
1872.mp4,0,160,2.0
1873.mp4,0,160,4.0
1874.mp4,1,152,1.0
1876.mp4,1,150,2.0
1877.mp4,1,152,2.0
1879.mp4,1,152,3.0
1880.mp4,1,152,4.0
1881.mp4,0,160,0.0
1882.mp4,0,150,4.0
1884.mp4,0,150,0.0
1886.mp4,0,150,3.0
